,observed,0
221,444.3933,710.1870405695381
222,3267.9226,3714.450487230077
223,4067.4431,4187.012235204959
224,2371.269,1793.1336897723522
225,421.5546,520.3011140865726
226,146.9064,81.46438531221315
227,98.5695,70.89907505601127
228,63.0744,36.53137855145974
229,62.3933,27.197496510083056
230,58.0665,33.62575282984585
231,22.9989,9.526103763833135
232,46.3889,213.8274222860906
233,1262.8213,1088.2858941700008
234,1969.0435,1759.1665012485282
235,4676.6489,4405.207258190729
236,938.9297,1041.4568112920088
237,867.2836,961.2765824260505
238,202.449,227.49812865031902
239,126.5896,92.26702381943517
240,79.55,57.442600880705754
241,66.6907,43.7034573959902
242,77.3738,45.463915904784926
243,47.2696,32.983162240928436
244,30.4992,4.9292873646822954
245,386.7654,648.210433086512
246,623.6344,438.8070628029843
247,2816.7395,3307.4985475904696
248,1949.8359,1512.572083110344
249,228.4411,444.2619986949762
250,102.161,76.76320787972304
251,56.7674,25.47208866846904
252,45.491,27.173559291936613
253,43.8996,25.197480497782294
254,54.1843,34.992412837678444
255,40.3609,11.358865909450628
256,7.8735,14.312839632934242
257,17.1883,199.94518243797836
258,2693.9473,2992.839560446911
259,3816.3762,3951.0058279202117
260,2073.6057,2069.80811665754
261,1248.8806,1430.650685817665
262,341.5587,340.87174064878377
263,142.5467,817.6186126518518
264,116.9596,85.8585328071174
265,127.3369,83.39510069517655
266,98.8952,70.16183076424193
267,72.3824,253.55319239638118
268,72.844,74.28323744050749
269,607.1758,744.396448030226
270,430.0907,1161.811866707512
271,3489.0215,3462.5651494696167
272,589.2204,903.7504631420607
273,598.0699,711.4749904523072
274,194.6067,126.27050876034218
275,96.5021,64.88191292199292
276,73.4293,59.46579482067011
277,107.4715,51.15095943909637
278,76.3654,47.7402515264024
279,37.481,17.8108033902206
280,52.8979,98.23874346711341
281,62.7901,171.00791293150098
282,2005.8333,2227.1453513894958
283,3632.0034,3139.963813944016
284,4215.3701,4165.817110937364
285,1282.0369,1967.60001804977
286,469.5545,424.37418806223025
287,144.6631,113.47118563659058
288,116.9843,80.4294884050721
289,86.414,46.47810992084487
290,99.6999,69.05890280979384
291,93.1027,51.94891853761044
292,59.6313,75.69155212717192
293,59.9915,300.64792402071566
294,1572.0183,2070.9207998625134
295,8664.3584,4394.558362628615
296,4062.614,3890.742570785209
297,1427.108,1201.1178036992935
298,389.7313,406.2476770378197
299,149.1228,102.40504798829716
300,112.3329,78.43415440877357
301,88.6037,49.129893461954225
302,90.873,62.70872107742082
303,64.913,36.74186505872012
304,92.9186,60.036604632290505
305,121.6506,418.5497492570457
306,1992.3862,1823.58579601745
307,2978.9426,3432.0036922513973
308,2716.4851,2827.310854701409
309,1539.6617,1889.4275336310236
310,271.7418,233.99940029611594
311,171.7012,139.94261699915853
312,96.6284,62.48046045367903
313,83.6208,62.44631250479347
314,89.8992,164.5901359684558
315,75.5955,40.34866457915973
316,43.7427,3.5909135437038913
317,110.9477,480.8341218123828
318,526.7396,1588.7515712012942
319,3994.3625,4479.612520685625
320,1448.8779,1552.4520414067197
321,320.916,228.25599562715786
322,98.8926,126.3966547883548
323,78.2989,43.835626691938614
324,65.1265,16.127393551030536
325,49.1991,36.19057139607469
326,59.3946,31.998818418509927
327,37.2083,13.124373943149294
328,13.0433,5.9115674864957555
329,38.8782,98.83118439249711
330,913.0779,1304.2471759147704
331,696.108,896.2624463820466
332,990.6346,983.4365574447247
333,200.6741,331.4740933023039
334,80.0973,134.0107737824385
335,56.9789,30.39246261831397
336,34.9679,11.745216616409039
337,27.9918,7.102884249272165
338,35.0206,9.288435910699945
339,31.1757,5.059107870646244
340,18.9641,192.21695491178593
341,69.5666,249.18542693944198
342,1608.0421,2769.046480768786
343,4683.625,4026.1919740421977
344,5730.0127,4295.164798272488
345,939.6892,1075.5984555568548
346,377.1544,478.67549153367213
347,181.2833,220.60989172338896
348,98.2433,71.31355573428345
349,70.4226,59.16871764717905
350,75.5757,42.889840299021785
351,56.8744,22.51894715176479
352,33.5076,3.1041735190896134
353,73.169,260.0306421626956
354,476.5462,1237.0791678222888
355,1216.7416,2289.947121400059
356,3321.834,2353.0431887154273
357,280.708,278.68361891507584
358,91.0494,74.45344763507637
359,54.5569,18.39604889970576
360,54.0067,16.446841166107788
361,47.7719,22.281337367802394
362,49.2257,24.69206122307571
363,28.6886,146.85164364040577
364,12.8086,19.63502864575412
365,34.2218,134.5813663410953
366,909.8764,2408.6092701361104
367,3797.9868,3358.7873677230245
368,4071.7673,3351.1120754929057
369,792.2194,825.0488790775989
370,333.3227,816.1643260992411
371,79.3466,38.85576877219057
372,70.778,38.98407150407729
373,45.0606,40.01574814763558
