,0
0,290.3237001446804
1,274.68212324616184
2,455.7176140462415
3,625.3744163556346
4,1060.775342578929
5,759.7497680532385
6,1096.8190677428856
7,1059.8189088671347
8,779.1480208181416
9,835.159239184037
10,299.3962703128616
11,462.61086413649883
12,288.13184388735704
13,314.2975474684571
14,457.01875547946435
15,592.6910683752513
16,1055.819214651528
17,778.5978866769949
18,1087.1011375123787
19,1098.7188349434668
20,1059.8431597036126
21,357.0121887283949
22,253.8408697032936
23,315.29445039534835
24,460.3669969148118
25,453.8303081901343
26,457.778421757348
27,606.5980876822309
28,1033.5339253954407
29,1001.0248375311755
30,1011.55149304909
31,1048.8914981037517
32,949.3947032404044
33,386.67935430113414
34,452.82447413277515
35,314.9756810054081
36,460.00818392451527
37,476.34352439346355
38,451.86878844155757
39,598.0077781214742
40,1045.0582932771063
41,977.327097116129
42,1181.2835220356903
43,888.1256267990697
44,806.7637502242483
45,599.9364549186653
46,213.5967636613418
47,279.42587627914804
48,403.15485208834235
49,456.5046245332103
50,459.67368589919346
51,630.7779354206367
52,1044.557538206463
53,1000.5254437098947
54,1097.2751266028731
55,830.5909342895739
56,907.8925051494433
57,804.4584999503785
58,216.50784899098096
59,459.32044858247804
60,460.1300337078947
61,459.178861122343
62,455.4668932841288
63,633.255913221595
64,1082.2193731223704
65,976.1590442558988
66,1176.3629770350544
67,1070.243509169234
68,987.9471999827209
69,483.37939622407634
70,270.55193655486687
71,460.28083274846574
72,458.7058362129022
73,452.94715147632604
74,455.7172864854036
75,601.16713231168
76,1085.1817763765468
77,756.908782598762
78,1073.7395501728495
79,1004.6345649953134
80,855.9210875221338
81,460.75294334802504
82,245.62177765329352
83,294.65481766915434
84,282.34427398157936
85,461.8533611843236
86,454.3848914757033
87,629.6236423594432
88,1076.6042639977982
89,1008.2041936249478
90,1106.0413814081217
91,873.7390909884393
92,898.2710820425642
93,817.248799190563
94,268.5320971908874
95,459.6560759621547
96,458.9163410491743
97,459.32048561109445
98,455.9680072475163
99,583.7587905212595
100,843.0477268246265
101,893.8208593288037
102,1029.2942483192448
103,932.2395782823304
104,825.4202164593061
105,763.3626647822839
106,263.44863924486947
107,277.46786285571534
108,281.9622013234299
109,289.41791609785423
110,451.97760557611747
111,633.0333584190173
112,1066.3634432622598
113,902.5336806596746
114,978.9964152227936
115,995.3149615455396
116,1003.7785183859692
117,842.2305416901916
118,277.6030211228242
119,272.4914029139811
120,268.5757739812012
121,458.83054716899284
122,451.580559115139
123,634.3032875769115
124,1082.2193731223704
125,921.7692928853487
126,1224.3911480158217
127,1174.4864304349362
128,822.9883168214801
129,561.3055981892547
130,449.5425281626828
131,460.03382054471007
132,458.00783539903796
133,459.3594112320689
134,460.65900456584035
135,633.8354053726275
136,888.5242259904014
137,1042.9481595984914
138,1085.796590544662
139,883.9448060973671
140,821.1800025244106
141,375.9294366706917
142,440.88695946285486
143,461.8533611843236
144,461.47756914919825
145,459.32048561109445
146,457.34193127476436
147,627.5356015251012
148,1069.0120304135999
149,877.3874661302436
150,1155.4559510163326
151,1158.134563783649
152,943.3264897261104
153,375.104448427004
154,263.6180508619261
155,456.7591535461092
