,0
0,601.82916
1,610.58215
2,630.0007
3,678.58777
4,759.1167
5,770.0497
6,740.8046
7,722.29333
8,700.7705
9,645.9657
10,615.972
11,600.97095
12,603.8275
13,608.846
14,626.7535
15,673.1349
16,757.89703
17,773.8617
18,742.75256
19,704.14734
20,691.5961
21,643.0784
22,616.8781
23,602.9526
24,600.90344
25,604.5828
26,628.7468
27,667.8777
28,760.304
29,774.74023
30,754.95325
31,732.7463
32,726.07324
33,647.3185
34,618.97327
35,603.4581
36,600.6111
37,-5228.085
38,632.67114
39,691.56525
40,760.1116
41,777.9045
42,738.61597
43,727.4772
44,702.8815
45,653.94366
46,625.4022
47,605.4553
48,601.60724
49,612.3173
50,631.1922
51,686.33234
52,759.64996
53,776.432
54,751.86304
55,728.17377
56,720.49646
57,648.3362
58,619.1935
59,604.3931
60,600.0638
61,608.0526
62,628.21045
63,687.07227
64,763.84015
65,773.302
66,737.4023
67,726.161
68,716.5533
69,648.35016
70,620.46387
71,602.25073
72,599.02783
73,609.0155
74,628.2475
75,684.31366
76,765.1361
77,774.71204
78,754.7458
79,733.4938
80,719.6803
81,651.8662
82,622.82983
83,605.9714
84,602.59674
85,609.6446
86,632.32526
87,694.4489
88,762.5545
89,775.6013
90,749.83026
91,732.35785
92,728.012
93,646.51715
94,619.85376
95,601.21594
96,6273.1113
97,607.40674
98,629.795
99,677.40015
100,763.1086
101,776.3566
102,750.02057
103,728.4488
104,720.13934
105,647.1082
106,635.02075
107,605.3913
108,600.73157
109,609.23627
110,633.034
111,696.4173
112,766.13403
113,772.79785
114,750.60364
115,729.3499
116,731.40393
117,652.56525
118,620.3067
119,606.18823
120,603.32196
121,610.9573
122,634.97687
123,706.6352
124,762.72797
125,778.5364
126,758.4525
127,735.382
128,730.0899
129,650.4499
130,620.6044
131,606.9584
132,601.111
133,609.9512
134,634.6531
135,711.3393
136,767.2458
137,777.17566
138,750.6574
139,738.2759
140,728.31116
141,651.8322
142,618.9541
143,604.76807
144,599.03894
145,609.36786
146,632.3852
147,702.33
148,764.74023
149,776.6069
150,759.1375
151,734.9983
152,729.68414
153,651.50836
154,623.4597
155,607.7545
156,604.9957
157,609.70667
158,629.54395
159,684.2954
160,765.3863
161,779.63116
162,755.1002
163,728.37445
164,722.48364
165,652.0725
166,622.16437
167,604.11755
168,600.7975
169,609.56085
170,632.15344
171,718.02325
172,763.25256
173,778.2363
174,750.95605
175,738.3114
176,726.31085
177,654.2506
178,623.0757
179,601.62146
180,601.41394
181,609.97437
182,635.9495
183,722.95245
184,764.3701
185,775.72253
186,759.021
187,735.7719
188,731.55634
189,655.2085
190,621.93805
191,605.13074
192,599.2655
193,609.6491
194,633.7359
195,705.6579
196,763.4811
197,777.0952
198,760.1752
199,734.04346
200,734.9325
201,657.13165
202,625.6097
203,607.408
204,604.60956
205,614.6995
206,639.2733
207,709.2001
208,768.8258
209,780.25995
210,763.3781
211,741.2422
212,744.3107
213,655.9254
214,621.73865
215,604.1172
216,9.018651e+17
217,612.7022
218,633.7483
219,723.6913
220,768.94775
221,775.60596
222,751.93445
223,737.4199
224,734.35596
225,656.1102
226,622.37604
227,602.8565
228,605.2854
229,612.11304
230,633.9204
231,729.1614
232,768.326
233,779.4103
234,763.255
235,737.5574
236,730.781
237,653.46014
238,621.3687
239,607.72546
240,605.75037
241,613.40027
242,636.42694
243,730.9784
244,772.314
245,779.4119
246,761.9651
247,736.3552
248,739.6623
249,655.88196
250,622.24176
251,609.86255
252,605.2394
253,612.18896
254,639.38837
255,716.33405
256,770.208
257,779.02386
258,761.0909
259,739.6149
260,735.21387
261,656.81104
262,622.38306
263,605.0221
264,605.0819
265,614.0618
266,641.9791
267,729.78534
268,770.84045
269,778.43555
270,763.3584
271,744.3656
272,737.2712
273,654.2192
274,624.1193
275,608.04663
276,607.31885
277,615.93884
278,645.3419
279,737.90955
280,771.96655
281,780.00635
282,761.5791
283,740.51355
284,739.8887
285,654.48004
286,629.3553
287,608.7534
288,605.3232
289,613.9461
290,642.6384
291,730.40094
292,770.1034
293,777.3936
294,758.3725
295,744.39795
296,739.3529
297,664.608
298,632.30853
