102.9329,245.34169
87.3665,229.28926
70.4045,46.204487
49.7957,48.181965
55.1057,30.237507
75.8099,253.43916
932.1757,850.94824
2835.7927,3137.6433
1421.663,2028.0939
419.3153,766.0541
237.6254,281.69907
118.0314,226.72713
96.6584,225.13734
84.9854,250.53847
93.2131,43.334614
47.4316,22.464191
47.5485,72.90255
197.6403,211.45357
1579.6851,1398.8513
6107.2441,2459.8772
4774.6484,2848.367
3151.8076,2731.5227
315.8798,258.77737
182.3132,214.14082
156.4582,244.56587
121.7664,266.57358
127.3168,68.506065
98.7273,49.71413
102.0528,-59.628033
244.303,322.9559
1356.7496,1822.082
3189.468,1790.8566
819.254,1469.3416
377.5148,642.55096
144.1633,249.60066
114.3652,236.32484
96.3583,240.28322
80.754,221.26778
72.0126,5.7859693
59.3864,11.3904
46.9743,-37.67436
88.3041,304.23373
1257.9064,2385.26
2772.0386,2796.9617
800.9811,2168.03
1015.7593,1237.9521
183.1678,251.47987
115.1111,219.25362
88.5547,181.69978
82.1528,258.02695
83.5302,67.31783
48.445,66.32223
37.6509,-24.727642
132.5084,296.67148
2229.041,1471.44
2892.1169,3002.5183
688.9135,840.6133
344.4694,767.5242
151.6234,268.47586
127.8339,237.54707
67.7333,217.61641
58.6085,233.61092
87.1188,125.36166
54.3372,19.56667
40.6078,44.351643
128.0346,192.94197
4128.2197,1313.6691
5175.1816,1881.9039
3791.5325,723.42633
327.1077,973.7185
379.9546,328.28677
186.7726,234.6092
67.7333,232.102
58.6085,230.19771
65.5988,50.455585
54.3372,56.845173
40.6078,110.19894
128.0346,221.43898
4128.2197,3156.8708
5175.1816,2417.6406
3791.5325,1845.0336
2494.7002,635.78094
355.603,254.81557
170.861,234.21425
117.0024,221.00722
95.3513,201.03914
103.331,204.59639
107.2416,18.995625
62.4925,-21.845562
130.3255,357.1677
3428.0916,2171.9763
4120.3447,2763.4053
2581.967,2355.5068
1037.1583,542.3532
278.264,252.27455
142.4168,206.97292
106.1315,230.28151
91.3983,273.56772
121.9069,462.29803
92.0354,37.66939
468.2616,354.9517
1198.0562,750.19904
3270.4883,2187.5972
9382.7451,9435.0027
5028.3628,1669.7241
3122.3206,3012.4722
959.3012,288.75125
300.0652,242.70522
197.9178,249.62361
162.0941,173.83284
157.0679,41.05904
152.6618,23.701435
131.8597,-48.501507
305.9635,341.12814
1619.5397,2140.5137
4074.9827,2261.0571
1268.1389,1212.637
613.0193,863.2353
367.1648,239.38448
172.7186,192.4955
132.1123,170.15895
111.4608,242.68935
110.1978,-21.969646
86.978,17.557697
67.4168,-22.23869
329.6888,254.23842
998.1774,821.476
6150.2241,2996.0276
2708.3682,1458.5778
474.6498,624.5476
252.4707,290.6414
135.7227,184.25215
104.7808,224.91249
90.6394,225.5461
91.4578,66.81808
84.2695,32.756428
64.1801,26.198322
93.9015,195.98195
1265.1034,1586.5685
2235.3831,2204.2322
1732.5098,1957.5116
1191.6353,907.98694
276.1906,252.97853
