,0
0,1014.63684
1,1030.344
2,1069.0011
3,1094.5627
4,1117.0432
5,1120.9626
6,1111.6321
7,1100.5763
8,1095.008
9,1078.7944
10,1046.6206
11,1014.0833
12,1016.41846
13,1025.4401
14,1066.8368
15,1093.5431
16,1116.2122
17,1121.9712
18,1112.3257
19,1097.9296
20,1094.9395
21,1077.0331
22,1048.6466
23,1016.0045
24,1014.0989
25,1017.29694
26,1068.3889
27,1092.2493
28,1117.5607
29,1122.3348
30,1115.5911
31,1106.7689
32,1103.4211
33,1079.7095
34,1054.3375
35,1016.5004
36,1013.8004
37,-44704.195
38,1070.321
39,1097.6927
40,1117.4371
41,1122.681
42,1110.6377
43,1103.2145
44,1095.8715
45,1084.0161
46,1065.6533
47,1018.7864
48,1014.28265
49,1034.7461
50,1069.2327
51,1095.2537
52,1117.0963
53,1122.5509
54,1114.815
55,1103.6127
56,1099.2045
57,1080.487
58,1054.6714
59,1017.40045
60,1013.56726
61,1022.90826
62,1068.2062
63,1095.6685
64,1118.5739
65,1121.9238
66,1109.8816
67,1103.0397
68,1096.8187
69,1081.1945
70,1058.5508
71,1015.3325
72,1013.1952
73,1026.463
74,1068.7158
75,1096.2559
76,1119.2759
77,1122.1078
78,1115.4194
79,1106.4998
80,1098.6019
81,1082.8325
82,1062.637
83,-33395978000.0
84,1015.5109
85,1028.627
86,1070.7562
87,1096.7551
88,1118.3854
89,1122.4272
90,1113.9736
91,1105.1888
92,1103.0084
93,1079.3282
94,1056.5396
95,1014.1431
96,-7761.5005
97,1021.47253
98,1069.4286
99,1094.7144
100,1118.4509
101,1122.1748
102,1114.4419
103,1104.0641
104,1098.899
105,1079.9473
106,1061.3604
107,1018.7084
108,1013.90784
109,1027.1366
110,1071.094
111,1096.9579
112,1119.46
113,1121.4985
114,1113.9667
115,1104.0651
116,1104.7952
117,1082.8226
118,1058.3342
119,1020.7747
120,1016.2317
121,1031.0112
122,1072.7969
123,1099.4225
124,1118.3275
125,1122.6124
126,1116.3555
127,1107.4501
128,1104.4542
129,1082.052
130,1059.2876
131,1022.36633
132,1013.98846
133,1028.2131
134,1072.5392
135,1101.5194
136,1119.9059
137,1122.442
138,1114.5458
139,1108.9661
140,1103.5946
141,1082.9285
142,1055.0365
143,1018.2902
144,1013.20795
145,1027.514
146,1070.7361
147,1099.7562
148,1119.1444
149,1122.5156
150,1116.5011
151,1107.287
152,1104.352
153,1082.0925
154,1063.6162
155,1024.1069
156,1017.8966
157,1028.5363
158,1068.7494
159,1095.3119
160,1119.4989
161,1122.6737
162,1115.3691
163,1103.7012
164,1100.1538
165,1083.0189
166,1061.9863
167,1017.5516
168,1013.8924
169,1027.5958
170,1070.6847
171,1102.6027
172,1118.4989
173,1122.5789
174,1114.3851
175,1109.7009
176,1102.5919
177,1083.919
178,1063.0968
179,1014.6549
180,1014.1917
181,1028.6049
182,1073.4321
183,1103.3412
184,1119.1367
185,1122.3114
186,1116.5419
187,1107.3301
188,1104.8811
189,1084.5721
190,1061.357
191,1018.51263
192,1013.1914
193,1027.9814
194,1071.5502
195,1100.5326
196,1118.9315
197,1122.7435
198,1116.8988
199,1106.3157
200,1106.3967
201,1085.6696
202,1065.8529
203,1023.8803
204,1017.62335
205,1040.3148
206,1075.488
207,1098.3802
208,1120.5156
209,1122.9137
210,1118.2578
211,1111.3966
212,1112.0945
213,1084.7753
214,1061.2919
215,1017.6767
216,-423501.62
217,1036.3256
218,1071.4602
219,1103.418
