,0
0,620.9692
1,630.93915
2,654.0568
3,700.7684
4,685.30194
5,670.13727
6,693.3607
7,700.97644
8,702.36237
9,682.6642
10,642.2015
11,621.0354
12,592.94574
13,631.84827
14,662.7918
15,701.5729
16,683.70233
17,666.63666
18,694.0283
19,701.7934
20,702.28925
21,684.1527
22,645.71497
23,624.2567
24,619.4787
25,631.84937
26,654.0144
27,697.3458
28,687.9013
29,668.6492
30,688.7483
31,701.2794
32,702.3851
33,685.5959
34,649.54065
35,624.0724
36,619.255
37,628.5545
38,659.28204
39,701.49274
40,685.8564
41,669.86505
42,693.48785
43,702.40814
44,700.73413
45,681.3762
46,651.0267
47,624.6311
48,619.3639
49,630.1901
50,662.6228
51,702.14703
52,682.43286
53,666.1974
54,689.99194
55,701.46387
56,701.8452
57,685.54663
58,649.0058
59,625.65466
60,625.1464
61,637.83203
62,658.3027
63,701.56915
64,683.92535
65,671.1801
66,693.6042
67,701.8077
68,702.09906
69,687.48
70,644.09454
71,623.2349
72,616.2128
73,629.5337
74,657.77893
75,701.69147
76,683.9618
77,670.81586
78,692.8566
79,700.957
80,702.2166
81,683.98834
82,646.9829
83,626.9094
84,617.94696
85,632.141
86,661.1404
87,698.88837
88,686.45447
89,669.3835
90,695.1133
91,702.35004
92,702.20135
93,683.1662
94,641.9571
95,625.63135
96,617.987
97,628.40894
98,660.1156
99,701.7206
100,685.4439
101,673.2634
102,691.87573
103,700.64374
104,701.89465
105,681.6462
106,648.07776
107,626.99884
108,618.6141
109,633.40906
110,661.3583
111,701.5613
112,684.8163
113,673.16144
114,697.75464
115,701.882
116,701.95294
117,684.1585
118,641.2861
119,622.42737
120,620.38824
121,629.5656
122,662.45776
123,702.1075
124,682.74896
125,666.8387
126,695.64996
127,702.42865
128,702.3213
129,687.5314
130,648.20636
131,624.45447
132,620.737
133,631.36456
134,662.7683
135,702.01904
136,681.33655
137,665.71545
138,695.6299
139,702.0414
140,702.2754
141,686.4085
142,650.02527
143,622.6289
144,619.9309
145,632.59827
146,667.977
147,702.05194
148,679.80194
149,668.14215
150,688.6621
151,701.4152
152,701.91956
153,688.18896
154,647.16174
155,624.15894
156,621.74994
157,637.6695
158,667.6981
159,701.83014
160,682.2173
161,667.20966
162,687.01166
163,700.11237
164,702.25793
165,693.82166
166,651.949
167,625.7526
168,1148.057
169,631.7425
170,667.0305
171,702.1554
172,680.40497
173,666.5193
174,691.1689
175,701.5631
176,701.8192
177,689.8158
178,641.8706
179,623.05896
180,620.92096
181,630.32806
182,661.1411
183,702.1398
184,679.15485
185,673.5487
186,695.4911
187,702.04376
188,702.4178
189,686.64996
190,647.9902
191,625.5577
192,620.6169
193,632.0174
194,661.5223
195,701.3354
196,683.20856
197,669.2036
198,688.6246
199,700.09033
200,702.3391
201,686.82495
202,644.56616
203,625.7348
204,624.6526
205,636.08484
206,664.7222
207,702.2021
208,683.34656
209,667.88055
210,682.7423
211,697.7205
212,699.9978
213,690.1446
214,648.44446
215,626.6386
216,621.7895
217,629.43536
218,662.2048
219,702.193
220,679.4069
221,667.2602
222,690.82574
223,701.39526
224,702.1699
225,687.23016
226,643.40704
227,625.944
228,620.97327
229,631.82214
230,659.32574
231,701.9868
232,676.0181
233,667.4456
234,690.8697
235,699.57227
236,701.0031
237,690.7104
238,648.9156
239,628.54596
240,621.5366
241,622.76166
242,663.7932
243,702.0458
244,676.93475
245,669.80676
246,692.5291
247,702.1734
248,702.28107
249,687.0999
250,646.1728
251,624.0743
252,618.42224
253,634.9031
254,668.07764
255,702.1312
256,678.1986
257,663.2725
258,687.3656
259,700.1814
260,702.32965
261,693.6061
262,649.6619
263,598.9753
264,621.54254
265,636.44086
266,670.0773
267,701.6845
268,679.77814
269,666.539
270,684.06805
271,698.01624
272,701.6182
273,693.77826
274,651.51996
275,628.64307
276,622.31866
277,635.07697
278,668.5693
279,699.33777
280,668.6281
281,663.33185
282,686.8724
283,696.05255
284,701.2638
285,689.4539
286,652.2367
287,626.83466
288,626.3608
289,636.71436
290,678.9049
291,700.47406
292,676.31445
293,667.11536
294,686.2636
295,699.80164
296,700.44293
297,687.45245
298,641.5191
299,625.5306
300,626.47473
301,637.707
302,670.01587
303,702.06854
304,673.8843
305,664.0624
306,687.0295
307,700.8148
308,702.4179
309,688.6436
310,643.64435
311,627.45886
312,170.05013
313,635.04376
314,666.849
315,702.02997
316,678.7787
317,667.83435
318,687.02386
319,700.28784
320,701.20776
321,690.99066
322,646.43024
323,626.5774
324,627.0057
325,636.14844
326,669.2338
327,700.4722
328,676.2826
329,664.0696
330,689.1824
331,696.90356
332,699.19086
333,693.01746
334,648.8637
335,624.80475
336,626.2471
337,639.3246
338,676.9737
339,695.7434
340,670.6826
341,661.59875
342,685.2761
343,699.6329
344,698.20074
345,693.9691
346,646.3797
347,628.4542
348,622.46735
349,635.23486
350,664.7739
351,701.4614
352,674.81036
353,664.4574
354,690.43536
355,699.7544
356,702.11725
357,689.5767
358,640.9631
359,620.86774
360,622.48364
361,636.4253
362,675.7856
363,701.0811
364,672.3795
365,663.75214
366,686.11053
367,698.208
368,701.9079
369,696.1978
370,657.8481
371,628.326
372,625.3384
373,641.03253
374,667.24005
375,699.2669
376,672.5212
377,663.5534
378,688.3969
379,699.4478
380,698.46326
381,687.80853
382,649.96985
383,629.9089
384,628.5936
385,645.7154
386,680.4554
387,695.21344
388,670.73114
389,661.9995
390,683.11676
391,695.54816
392,700.2589
393,697.1317
394,653.0744
395,628.6221
396,624.9025
397,636.39075
398,670.66583
399,693.18823
400,672.3238
