,0
0,722.5828
1,708.6087
2,689.6009
3,703.81396
4,703.34344
5,703.8758
6,704.0333
7,706.5704
8,705.4935
9,705.8813
10,706.8899
11,721.8091
12,652.3399
13,708.2772
14,667.3981
15,705.0014
16,703.1505
17,704.1088
18,704.05457
19,706.42505
20,705.20404
21,707.0662
22,705.43
23,715.3207
24,725.3399
25,708.3425
26,689.8216
27,703.57886
28,703.61725
29,704.0669
30,702.9463
31,706.4965
32,704.8662
33,708.1783
34,700.6707
35,715.9057
36,726.17694
37,710.7369
38,674.49475
39,705.2379
40,703.4113
41,704.0094
42,703.90045
43,704.9904
44,701.7169
45,704.1023
46,697.6536
47,715.3714
48,725.896
49,709.145
50,667.5739
51,706.52966
52,703.427
53,704.29456
54,703.2444
55,706.456
56,706.61926
57,708.3081
58,701.5535
59,713.5431
60,714.45074
61,707.1679
62,677.1305
63,705.0013
64,703.213
65,703.9091
66,704.09485
67,706.5611
68,704.1627
69,708.041
70,706.3002
71,716.75867
72,732.0731
73,709.2222
74,678.6561
75,704.8696
76,703.2617
77,703.8227
78,703.75885
79,706.52747
80,704.6879
81,707.65826
82,704.2383
83,711.7573
84,728.6962
85,707.78595
86,670.24036
87,702.91125
88,703.30695
89,704.0053
90,704.4055
91,704.9816
92,704.4305
93,706.9357
94,706.8475
95,713.47296
96,728.12756
97,710.5187
98,672.4844
99,704.7899
100,703.31915
101,703.8382
102,703.4666
103,706.4384
104,703.86755
105,705.0303
106,702.9527
107,711.6475
108,726.7667
109,707.62463
110,669.6877
111,704.4873
112,703.2613
113,703.72394
114,705.3659
115,706.4695
116,706.64404
117,707.2681
118,706.8937
119,718.96277
120,723.95667
121,709.5102
122,667.984
123,706.07745
124,703.16174
125,703.7554
126,704.64557
127,705.5615
128,704.85596
129,708.19257
130,702.83246
131,714.9783
132,722.62524
133,708.7477
134,667.4122
135,707.58203
136,703.31287
137,704.04144
138,704.61346
139,706.3127
140,706.18195
141,708.15125
142,699.8192
143,718.13416
144,714.3997
145,707.5825
146,666.9265
